Transaction_ID,Product_SKU,Quantity,Delivery_Charges,Coupon_Status,Coupon_Code,Discount_pct,GST,Financial_ID
16920.0,GGOENEBQ079099,2.0,6.5,Used,ELEC10,10.0,0.1,1.0
16920.0,GGOENEBQ079199,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
16923.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16924.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16925.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16926.0,GGOENEBB078899,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16926.0,GGOENEBQ078999,2.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
16928.0,GGOENEBJ079499,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16929.0,GGOENEBQ078999,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16930.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16931.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16932.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16934.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16935.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16938.0,GGOENEBQ079199,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
16939.0,GGOENEBQ078999,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16939.0,GGOENEBQ079099,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
16942.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16943.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16946.0,GGOENEBB078899,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
16947.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16948.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16949.0,GGOENEBQ079099,2.0,6.5,Used,ELEC10,10.0,0.1,1.0
16949.0,GGOENEBQ079199,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
16950.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16951.0,GGOENEBQ079199,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16952.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16953.0,GGOENEBJ079499,4.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16955.0,GGOENEBQ079099,5.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
16957.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16958.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16959.0,GGOENEBB078899,2.0,6.5,Used,ELEC10,10.0,0.1,1.0
16959.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
16960.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16963.0,GGOENEBQ078999,2.0,6.5,Used,ELEC10,10.0,0.1,1.0
16964.0,GGOENEBB078899,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
16964.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
16964.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,3.0
16966.0,GGOENEBQ079099,3.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16969.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16969.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
16971.0,GGOENEBJ079499,2.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
16971.0,GGOENEBQ079099,3.0,6.5,Used,ELEC10,10.0,0.1,2.0
16972.0,GGOENEBJ079499,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16975.0,GGOENEBB079299,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16975.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
16976.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16976.0,GGOENEBQ078999,1.0,6.5,Not Used,ELEC10,10.0,0.1,2.0
16980.0,GGOENEBQ079099,3.0,6.5,Used,ELEC10,10.0,0.1,1.0
16984.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
16984.0,GGOENEBQ079199,2.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
16987.0,GGOENEBJ079499,5.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
16982.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
16982.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
16994.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17000.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17003.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17004.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17006.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17009.0,GGOENEBQ079099,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17009.0,GGOENEBQ079199,1.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
17010.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17011.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17014.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17019.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17020.0,GGOENEBJ079499,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17021.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17022.0,GGOENEBB078899,3.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17022.0,GGOENEBJ079499,2.0,6.5,Used,ELEC10,10.0,0.1,2.0
17022.0,GGOENEBQ078999,2.0,6.5,Clicked,ELEC10,10.0,0.1,3.0
17023.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17024.0,GGOENEBJ079499,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17025.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17026.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17031.0,GGOENEBB078899,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17034.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17035.0,GGOENEBQ078999,3.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17038.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17039.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17040.0,GGOENEBQ078999,2.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17044.0,GGOENEBJ079499,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17046.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17049.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17054.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17055.0,GGOENEBQ078999,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17056.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17057.0,GGOENEBJ079499,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17057.0,GGOENEBQ079199,1.0,6.5,Not Used,ELEC10,10.0,0.1,2.0
17060.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17061.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17063.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17064.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17066.0,GGOENEBB078899,2.0,6.5,Used,ELEC10,10.0,0.1,1.0
17068.0,GGOENEBB078899,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17068.0,GGOENEBQ079099,1.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
17072.0,GGOENEBQ078999,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17073.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17074.0,GGOENEBQ078999,2.0,6.5,Used,ELEC10,10.0,0.1,1.0
17074.0,GGOENEBQ079099,3.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
17075.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17076.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17077.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17082.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17083.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17084.0,GGOENEBQ078999,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17085.0,GGOENEBQ078999,2.0,6.5,Used,ELEC10,10.0,0.1,1.0
17087.0,GGOENEBQ079099,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17088.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17090.0,GGOENEBQ078999,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17094.0,GGOENEBB078899,3.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17094.0,GGOENEBQ078999,2.0,6.5,Used,ELEC10,10.0,0.1,2.0
17095.0,GGOENEBB078899,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17096.0,GGOENEBQ078999,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18018.0,GGOENEBQ078999,4.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18020.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17949.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17954.0,GGOENEBJ079499,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17955.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17956.0,GGOENEBQ079099,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17957.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17959.0,GGOENEBQ079099,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17960.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17961.0,GGOENEBB078899,4.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17962.0,GGOENEBQ079099,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17965.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17967.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17970.0,GGOENEBB078899,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17971.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17973.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17974.0,GGOENEBQ079199,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17975.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17976.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17976.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
17978.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17983.0,GGOENEBQ079099,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
17983.0,GGOENEBQ079199,5.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
17984.0,GGOENEBB078899,3.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17988.0,GGOENEBJ079499,2.0,6.5,Used,ELEC10,10.0,0.1,1.0
17994.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17995.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
17996.0,GGOENEBQ079099,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
17996.0,GGOENEBQ079199,1.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
17998.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18001.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18002.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18004.0,GGOENEBQ079099,2.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18005.0,GGOENEBJ079499,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18006.0,GGOENEBB078899,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18007.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18008.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18011.0,GGOENEBB078899,2.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18012.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18012.0,GGOENEBQ079199,3.0,6.5,Used,ELEC10,10.0,0.1,2.0
18013.0,GGOENEBQ079199,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18014.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18015.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18015.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
18015.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,3.0
18021.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18022.0,GGOENEBQ079099,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18023.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18025.0,GGOENEBQ079099,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18027.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18029.0,GGOENEBQ078999,4.0,6.5,Used,ELEC10,10.0,0.1,1.0
18030.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18034.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18035.0,GGOENEBJ079499,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18036.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18073.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18074.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18076.0,GGOENEBB078899,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18076.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
18077.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18077.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
18078.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18080.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18095.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18096.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18097.0,GGOENEBB078899,3.0,6.5,Used,ELEC10,10.0,0.1,1.0
18097.0,GGOENEBQ078999,2.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
18101.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18037.0,GGOENEBB078899,3.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18037.0,GGOENEBQ079099,1.0,6.5,Clicked,ELEC10,10.0,0.1,2.0
18039.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18047.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18048.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18049.0,GGOENEBQ079199,3.0,6.5,Used,ELEC10,10.0,0.1,1.0
18050.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18051.0,GGOENEBQ078999,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18052.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18052.0,GGOENEBQ078999,1.0,6.5,Not Used,ELEC10,10.0,0.1,2.0
18053.0,GGOENEBJ079499,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18054.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18055.0,GGOENEBJ079499,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18057.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18059.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18060.0,GGOENEBQ079099,4.0,6.5,Used,ELEC10,10.0,0.1,1.0
18062.0,GGOENEBQ078999,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18063.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18067.0,GGOENEBQ078999,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18069.0,GGOENEBB078899,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18069.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
18069.0,GGOENEBQ078999,2.0,6.5,Used,ELEC10,10.0,0.1,3.0
18070.0,GGOENEBQ078999,4.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18071.0,GGOENEBJ079499,1.0,6.5,Used,ELEC10,10.0,0.1,1.0
18090.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18090.0,GGOENEBQ078999,3.0,6.5,Used,ELEC10,10.0,0.1,2.0
18091.0,GGOENEBB078899,2.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18092.0,GGOENEBB078899,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18092.0,GGOENEBQ078999,1.0,6.5,Used,ELEC10,10.0,0.1,2.0
18093.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18103.0,GGOENEBJ079499,1.0,6.5,Clicked,ELEC10,10.0,0.1,1.0
18104.0,GGOENEBB078899,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
18105.0,GGOENEBQ078999,1.0,6.5,Not Used,ELEC10,10.0,0.1,1.0
