Transaction_ID,CustomerID,Transaction_Date
18687.0,16510.0,2019-01-24
18691.0,17802.0,2019-01-24
18692.0,17802.0,2019-01-24
18696.0,15107.0,2019-01-24
18698.0,17976.0,2019-01-24
18699.0,17976.0,2019-01-24
18704.0,17976.0,2019-01-24
18706.0,17976.0,2019-01-24
18707.0,17976.0,2019-01-24
18711.0,17976.0,2019-01-24
18713.0,17976.0,2019-01-24
18714.0,17976.0,2019-01-24
18720.0,17976.0,2019-01-24
18721.0,17976.0,2019-01-24
18723.0,17976.0,2019-01-24
18724.0,17976.0,2019-01-24
18731.0,17976.0,2019-01-24
18733.0,17976.0,2019-01-24
18734.0,17976.0,2019-01-24
18735.0,17976.0,2019-01-24
18770.0,14449.0,2019-01-24
18771.0,14449.0,2019-01-24
18774.0,14449.0,2019-01-24
18775.0,14449.0,2019-01-24
18928.0,17850.0,2019-01-26
18929.0,17850.0,2019-01-26
18937.0,17850.0,2019-01-26
18938.0,17850.0,2019-01-26
18956.0,13767.0,2019-01-26
18880.0,13138.0,2019-01-26
18882.0,17567.0,2019-01-26
18885.0,17567.0,2019-01-26
18888.0,15061.0,2019-01-26
18889.0,15061.0,2019-01-26
18890.0,15061.0,2019-01-26
18891.0,15061.0,2019-01-26
18895.0,15061.0,2019-01-26
18898.0,15061.0,2019-01-26
18899.0,15061.0,2019-01-26
18900.0,15061.0,2019-01-26
18902.0,15061.0,2019-01-26
18903.0,15061.0,2019-01-26
18909.0,15061.0,2019-01-26
18910.0,15061.0,2019-01-26
18913.0,15061.0,2019-01-26
18915.0,15061.0,2019-01-26
18916.0,15061.0,2019-01-26
18918.0,15061.0,2019-01-26
18920.0,15061.0,2019-01-26
18921.0,15061.0,2019-01-26
18940.0,15061.0,2019-01-26
18943.0,16203.0,2019-01-26
18944.0,16203.0,2019-01-26
18945.0,16203.0,2019-01-26
18946.0,16203.0,2019-01-26
18947.0,16203.0,2019-01-26
18948.0,16203.0,2019-01-26
18949.0,16203.0,2019-01-26
18955.0,16203.0,2019-01-26
18958.0,15640.0,2019-01-26
18959.0,15640.0,2019-01-26
18960.0,15640.0,2019-01-26
16739.0,14688.0,2019-01-02
16741.0,14688.0,2019-01-02
16745.0,14688.0,2019-01-02
16748.0,15311.0,2019-01-02
16753.0,15311.0,2019-01-02
16754.0,15311.0,2019-01-02
16755.0,15311.0,2019-01-02
16756.0,15311.0,2019-01-02
16759.0,15311.0,2019-01-02
16760.0,15311.0,2019-01-02
16761.0,15311.0,2019-01-02
16762.0,15311.0,2019-01-02
16764.0,15311.0,2019-01-02
16767.0,15311.0,2019-01-02
16770.0,15311.0,2019-01-02
16772.0,15311.0,2019-01-02
16774.0,16098.0,2019-01-02
16776.0,16098.0,2019-01-02
16777.0,16098.0,2019-01-02
16778.0,16098.0,2019-01-02
16779.0,18074.0,2019-01-02
16781.0,18074.0,2019-01-02
16783.0,18074.0,2019-01-02
16785.0,18074.0,2019-01-02
16787.0,18074.0,2019-01-02
16788.0,18074.0,2019-01-02
16789.0,18074.0,2019-01-02
16790.0,18074.0,2019-01-02
16791.0,18074.0,2019-01-02
16792.0,18074.0,2019-01-02
16796.0,17420.0,2019-01-02
16797.0,17420.0,2019-01-02
16798.0,16029.0,2019-01-02
16799.0,16029.0,2019-01-02
16802.0,16029.0,2019-01-02
16803.0,16250.0,2019-01-02
16804.0,16250.0,2019-01-02
16806.0,16250.0,2019-01-02
16808.0,16250.0,2019-01-02
16809.0,16250.0,2019-01-02
16811.0,16250.0,2019-01-02
16814.0,12431.0,2019-01-02
16815.0,12431.0,2019-01-02
16816.0,12431.0,2019-01-02
16817.0,12431.0,2019-01-02
16818.0,12431.0,2019-01-02
19170.0,16029.0,2019-01-30
19171.0,16029.0,2019-01-30
19128.0,14156.0,2019-01-30
19133.0,13402.0,2019-01-30
19135.0,13402.0,2019-01-30
19136.0,13402.0,2019-01-30
19137.0,13402.0,2019-01-30
19141.0,18168.0,2019-01-30
19196.0,18168.0,2019-01-30
19198.0,18168.0,2019-01-30
19203.0,18168.0,2019-01-30
19205.0,18168.0,2019-01-30
19207.0,18168.0,2019-01-30
19210.0,18168.0,2019-01-30
19216.0,18168.0,2019-01-30
19217.0,18168.0,2019-01-30
19218.0,18168.0,2019-01-30
19219.0,18168.0,2019-01-30
19146.0,17757.0,2019-01-30
19147.0,17757.0,2019-01-30
19151.0,17757.0,2019-01-30
19152.0,17757.0,2019-01-30
19154.0,17757.0,2019-01-30
19155.0,17757.0,2019-01-30
19156.0,17757.0,2019-01-30
19157.0,17757.0,2019-01-30
19158.0,17757.0,2019-01-30
19160.0,17757.0,2019-01-30
19169.0,16754.0,2019-01-30
19175.0,16634.0,2019-01-30
19176.0,16634.0,2019-01-30
19177.0,16634.0,2019-01-30
19178.0,16634.0,2019-01-30
19179.0,16634.0,2019-01-30
19183.0,18239.0,2019-01-30
19184.0,18239.0,2019-01-30
19186.0,18239.0,2019-01-30
19187.0,18239.0,2019-01-30
19188.0,18239.0,2019-01-30
19190.0,18239.0,2019-01-30
19191.0,18239.0,2019-01-30
19192.0,18239.0,2019-01-30
19193.0,18239.0,2019-01-30
19222.0,14395.0,2019-01-30
19224.0,14395.0,2019-01-30
19226.0,14395.0,2019-01-30
19227.0,14395.0,2019-01-30
19230.0,14395.0,2019-01-30
19233.0,14395.0,2019-01-30
19239.0,14395.0,2019-01-30
19245.0,15093.0,2019-01-30
19246.0,15093.0,2019-01-30
19247.0,15093.0,2019-01-30
19248.0,15093.0,2019-01-30
19249.0,15093.0,2019-01-30
19251.0,15093.0,2019-01-30
19254.0,15093.0,2019-01-30
19257.0,12738.0,2019-01-30
19258.0,12738.0,2019-01-30
19261.0,12738.0,2019-01-30
19262.0,12738.0,2019-01-30
19265.0,12738.0,2019-01-30
19266.0,12738.0,2019-01-30
19267.0,12738.0,2019-01-30
18806.0,13767.0,2019-01-25
18778.0,14449.0,2019-01-25
18781.0,14449.0,2019-01-25
18783.0,14449.0,2019-01-25
18784.0,14449.0,2019-01-25
18785.0,14449.0,2019-01-25
18789.0,14449.0,2019-01-25
18791.0,14449.0,2019-01-25
18800.0,14449.0,2019-01-25
18802.0,14449.0,2019-01-25
18803.0,14449.0,2019-01-25
18804.0,14449.0,2019-01-25
18809.0,16781.0,2019-01-25
18810.0,16781.0,2019-01-25
18812.0,16781.0,2019-01-25
18813.0,16781.0,2019-01-25
18814.0,16781.0,2019-01-25
18816.0,16781.0,2019-01-25
18817.0,16781.0,2019-01-25
18820.0,16781.0,2019-01-25
18821.0,16781.0,2019-01-25
18824.0,17547.0,2019-01-25
18825.0,13491.0,2019-01-25
18827.0,13491.0,2019-01-25
18828.0,13491.0,2019-01-25
18829.0,16186.0,2019-01-25
18837.0,17685.0,2019-01-25
18839.0,17581.0,2019-01-25
18843.0,17581.0,2019-01-25
18844.0,17581.0,2019-01-25
18845.0,17581.0,2019-01-25
18848.0,17581.0,2019-01-25
18856.0,17581.0,2019-01-25
18857.0,17581.0,2019-01-25
18861.0,17581.0,2019-01-25
18866.0,17581.0,2019-01-25
18867.0,15732.0,2019-01-25
18869.0,15732.0,2019-01-25
18873.0,13138.0,2019-01-25
18874.0,13138.0,2019-01-25
18875.0,13138.0,2019-01-25
18876.0,13138.0,2019-01-25
18878.0,13138.0,2019-01-25
17097.0,17920.0,2019-01-05
17098.0,17920.0,2019-01-05
17099.0,17920.0,2019-01-05
17104.0,17920.0,2019-01-05
17107.0,17920.0,2019-01-05
17109.0,17920.0,2019-01-05
17112.0,17920.0,2019-01-05
17114.0,17920.0,2019-01-05
17115.0,17920.0,2019-01-05
17119.0,17920.0,2019-01-05
17127.0,12838.0,2019-01-05
17128.0,12838.0,2019-01-05
17129.0,12838.0,2019-01-05
17130.0,12838.0,2019-01-05
17134.0,12838.0,2019-01-05
17135.0,12838.0,2019-01-05
17143.0,12838.0,2019-01-05
17144.0,12838.0,2019-01-05
17145.0,12838.0,2019-01-05
17146.0,12838.0,2019-01-05
17152.0,12838.0,2019-01-05
17154.0,12838.0,2019-01-05
17157.0,13255.0,2019-01-05
17158.0,13255.0,2019-01-05
17160.0,13255.0,2019-01-05
17161.0,16583.0,2019-01-05
17164.0,16583.0,2019-01-05
17168.0,18085.0,2019-01-05
17169.0,18085.0,2019-01-05
17172.0,13758.0,2019-01-05
17173.0,13758.0,2019-01-05
17178.0,13758.0,2019-01-05
17179.0,13758.0,2019-01-05
17180.0,13758.0,2019-01-05
17183.0,13694.0,2019-01-05
17185.0,13694.0,2019-01-05
17194.0,15983.0,2019-01-05
17196.0,15983.0,2019-01-05
17198.0,15983.0,2019-01-05
17201.0,15983.0,2019-01-05
17204.0,15983.0,2019-01-05
17205.0,15983.0,2019-01-05
17206.0,15983.0,2019-01-05
17208.0,14849.0,2019-01-05
17209.0,14849.0,2019-01-05
17210.0,14849.0,2019-01-06
17211.0,14849.0,2019-01-06
17212.0,14849.0,2019-01-06
17215.0,14849.0,2019-01-06
17219.0,17968.0,2019-01-06
17222.0,17968.0,2019-01-06
17226.0,17968.0,2019-01-06
17227.0,17968.0,2019-01-06
17229.0,17968.0,2019-01-06
17232.0,17968.0,2019-01-06
17233.0,17968.0,2019-01-06
17234.0,17968.0,2019-01-06
17238.0,17968.0,2019-01-06
17242.0,17968.0,2019-01-06
17244.0,17968.0,2019-01-06
17247.0,17968.0,2019-01-06
17253.0,17968.0,2019-01-06
17254.0,17968.0,2019-01-06
17257.0,17968.0,2019-01-06
17267.0,16210.0,2019-01-06
17268.0,16210.0,2019-01-06
17269.0,16210.0,2019-01-06
17270.0,16210.0,2019-01-06
17272.0,17897.0,2019-01-06
17273.0,17897.0,2019-01-06
17274.0,17897.0,2019-01-06
17275.0,17897.0,2019-01-06
17278.0,17897.0,2019-01-06
17279.0,17897.0,2019-01-06
17280.0,17897.0,2019-01-06
17281.0,17897.0,2019-01-06
17282.0,17897.0,2019-01-06
17283.0,17897.0,2019-01-06
17284.0,17897.0,2019-01-06
17285.0,17897.0,2019-01-06
17288.0,17897.0,2019-01-06
17290.0,17897.0,2019-01-06
17295.0,17377.0,2019-01-06
17297.0,17377.0,2019-01-06
17298.0,17377.0,2019-01-06
17299.0,17377.0,2019-01-06
17306.0,17897.0,2019-01-07
17301.0,16552.0,2019-01-07
17303.0,16552.0,2019-01-07
17305.0,17181.0,2019-01-07
17308.0,17951.0,2019-01-07
17309.0,17951.0,2019-01-07
17310.0,17951.0,2019-01-07
17311.0,17951.0,2019-01-07
17313.0,14729.0,2019-01-07
17314.0,14729.0,2019-01-07
17319.0,14729.0,2019-01-07
17322.0,14729.0,2019-01-07
17323.0,14729.0,2019-01-07
17324.0,14729.0,2019-01-07
17325.0,14729.0,2019-01-07
17328.0,14729.0,2019-01-07
17329.0,14729.0,2019-01-07
17330.0,14729.0,2019-01-07
17331.0,14729.0,2019-01-07
17332.0,14729.0,2019-01-07
17333.0,14729.0,2019-01-07
17334.0,14729.0,2019-01-07
17335.0,14729.0,2019-01-07
17338.0,14729.0,2019-01-07
17342.0,14729.0,2019-01-08
17347.0,14729.0,2019-01-08
17348.0,14729.0,2019-01-08
17350.0,14729.0,2019-01-08
17351.0,14729.0,2019-01-08
17352.0,14729.0,2019-01-08
17353.0,14729.0,2019-01-08
17355.0,14729.0,2019-01-08
17357.0,14729.0,2019-01-08
17358.0,14729.0,2019-01-08
17359.0,14729.0,2019-01-08
17363.0,14729.0,2019-01-08
17368.0,14729.0,2019-01-08
17372.0,15012.0,2019-01-08
17374.0,15012.0,2019-01-08
17378.0,15012.0,2019-01-08
17379.0,15012.0,2019-01-08
17380.0,15012.0,2019-01-08
17382.0,15012.0,2019-01-08
17383.0,15012.0,2019-01-08
17384.0,15012.0,2019-01-08
17385.0,15012.0,2019-01-08
17388.0,15012.0,2019-01-08
17389.0,15012.0,2019-01-08
17391.0,15012.0,2019-01-08
17392.0,15012.0,2019-01-08
18405.0,12748.0,2019-01-20
18371.0,16244.0,2019-01-20
18372.0,16244.0,2019-01-20
18373.0,16244.0,2019-01-20
18375.0,16244.0,2019-01-20
18376.0,16244.0,2019-01-20
18379.0,16244.0,2019-01-20
18382.0,16244.0,2019-01-20
18383.0,16244.0,2019-01-20
18387.0,16244.0,2019-01-20
18388.0,16244.0,2019-01-20
18389.0,16244.0,2019-01-20
18390.0,16244.0,2019-01-20
18392.0,16244.0,2019-01-20
18393.0,16244.0,2019-01-20
18394.0,15111.0,2019-01-20
18395.0,15111.0,2019-01-20
18396.0,15111.0,2019-01-20
18401.0,15111.0,2019-01-20
18406.0,14390.0,2019-01-20
18407.0,14390.0,2019-01-20
18409.0,14390.0,2019-01-20
18410.0,14390.0,2019-01-20
18411.0,14390.0,2019-01-20
18412.0,14390.0,2019-01-20
18413.0,14390.0,2019-01-20
18414.0,14390.0,2019-01-20
18415.0,14390.0,2019-01-20
18416.0,14390.0,2019-01-20
18418.0,14390.0,2019-01-20
18419.0,14390.0,2019-01-20
18421.0,14390.0,2019-01-20
18423.0,14390.0,2019-01-20
18424.0,14390.0,2019-01-20
18425.0,14390.0,2019-01-20
18430.0,14390.0,2019-01-20
18432.0,16546.0,2019-01-20
18435.0,16546.0,2019-01-20
18436.0,16546.0,2019-01-20
18439.0,16546.0,2019-01-20
18440.0,15260.0,2019-01-20
18442.0,15260.0,2019-01-20
18446.0,15260.0,2019-01-20
18447.0,15260.0,2019-01-20
18448.0,15260.0,2019-01-20
18452.0,13305.0,2019-01-20
18454.0,14491.0,2019-01-20
17394.0,15012.0,2019-01-09
17395.0,15012.0,2019-01-09
17404.0,15012.0,2019-01-09
17405.0,15012.0,2019-01-09
17406.0,15012.0,2019-01-09
17407.0,12868.0,2019-01-09
17408.0,12868.0,2019-01-09
17409.0,12868.0,2019-01-09
17412.0,12868.0,2019-01-09
17417.0,14001.0,2019-01-09
17426.0,14001.0,2019-01-09
